,customer_id,order_status,brand,product_line,product_class,product_size,state,property_valuation,gender,past_3_years_bike_related_purchases,wealth_segment,owns_car,tenure,profit,age_group,profit_group
1984,372,1,Trek Bicycles,Standard,high,medium,VIC,8,Female,19,Affluent Customer,Yes,4.0,198.29000000000002,15-30,0-300
1985,372,1,WeareA2B,Road,low,small,VIC,8,Female,19,Affluent Customer,Yes,4.0,129.01,15-30,0-300
1986,372,1,WeareA2B,Road,low,small,VIC,8,Female,19,Affluent Customer,Yes,4.0,129.01,15-30,0-300
1987,372,1,Giant Bicycles,Standard,medium,medium,VIC,8,Female,19,Affluent Customer,Yes,4.0,431.33000000000004,15-30,300-600
1988,372,1,WeareA2B,Standard,medium,medium,VIC,8,Female,19,Affluent Customer,Yes,4.0,1069.5500000000002,15-30,900-1200
1989,372,1,OHM Cycles,Standard,medium,medium,VIC,8,Female,19,Affluent Customer,Yes,4.0,456.44999999999993,15-30,300-600
1990,1627,1,Norco Bicycles,Standard,medium,medium,VIC,9,Male,44,Affluent Customer,No,16.0,737.5699999999999,45-60,600-900
1991,1627,1,Giant Bicycles,Standard,medium,small,VIC,9,Male,44,Affluent Customer,No,16.0,144.26,45-60,0-300
1992,1627,1,WeareA2B,Standard,medium,medium,VIC,9,Male,44,Affluent Customer,No,16.0,547.28,45-60,300-600
1993,1627,1,WeareA2B,Standard,medium,medium,VIC,9,Male,44,Affluent Customer,No,16.0,1230.3000000000002,45-60,1200-1500
1994,1627,1,WeareA2B,Standard,medium,medium,VIC,9,Male,44,Affluent Customer,No,16.0,827.1599999999999,45-60,600-900
1995,1627,1,Norco Bicycles,Road,medium,large,VIC,9,Male,44,Affluent Customer,No,16.0,445.2099999999999,45-60,300-600
1996,1627,1,WeareA2B,Standard,medium,medium,VIC,9,Male,44,Affluent Customer,No,16.0,827.1599999999999,45-60,600-900
1997,1627,1,OHM Cycles,Road,medium,medium,VIC,9,Male,44,Affluent Customer,No,16.0,75.13999999999999,45-60,0-300
1998,444,1,Giant Bicycles,Standard,medium,medium,NSW,6,Female,32,Mass Customer,Yes,8.0,448.67999999999995,45-60,300-600
1999,444,1,Giant Bicycles,Standard,medium,large,NSW,6,Female,32,Mass Customer,Yes,8.0,641.64,45-60,600-900
2000,444,1,Solex,Standard,medium,medium,NSW,6,Female,32,Mass Customer,Yes,8.0,25.08999999999999,45-60,0-300
2001,444,1,Trek Bicycles,Standard,medium,medium,NSW,6,Female,32,Mass Customer,Yes,8.0,110.80999999999995,45-60,0-300
2002,444,1,Norco Bicycles,Road,medium,medium,NSW,6,Female,32,Mass Customer,Yes,8.0,830.2399999999999,45-60,600-900
2003,444,1,WeareA2B,Standard,medium,medium,NSW,6,Female,32,Mass Customer,Yes,8.0,1279.3999999999999,45-60,1200-1500
2004,444,1,Giant Bicycles,Standard,high,medium,NSW,6,Female,32,Mass Customer,Yes,8.0,471.6,45-60,300-600
2005,217,1,Norco Bicycles,Standard,medium,small,NSW,11,Female,63,High Net Worth,No,16.0,64.50999999999999,30-45,0-300
2006,217,1,Solex,Standard,high,large,NSW,11,Female,63,High Net Worth,No,16.0,737.1700000000001,30-45,600-900
2007,217,1,Giant Bicycles,Standard,high,small,NSW,11,Female,63,High Net Worth,No,16.0,217.51,30-45,0-300
2008,217,1,Giant Bicycles,Road,medium,medium,NSW,11,Female,63,High Net Worth,No,16.0,709.34,30-45,600-900
2009,217,1,Norco Bicycles,Standard,medium,small,NSW,11,Female,63,High Net Worth,No,16.0,133.7800000000002,30-45,0-300
2010,217,1,Giant Bicycles,Standard,medium,small,NSW,11,Female,63,High Net Worth,No,16.0,144.26,30-45,0-300
2011,217,1,Trek Bicycles,Standard,medium,small,NSW,11,Female,63,High Net Worth,No,16.0,195.33999999999992,30-45,0-300
2012,217,1,Norco Bicycles,Standard,medium,small,NSW,11,Female,63,High Net Worth,No,16.0,133.7800000000002,30-45,0-300
2013,1656,1,Solex,Standard,high,large,QLD,8,Male,59,Mass Customer,Yes,7.0,737.1700000000001,30-45,600-900
2014,1656,1,Solex,Standard,medium,large,QLD,8,Male,59,Mass Customer,Yes,7.0,690.49,30-45,600-900
2015,1656,1,OHM Cycles,Standard,medium,medium,QLD,8,Male,59,Mass Customer,Yes,7.0,110.56,30-45,0-300
2016,1656,1,OHM Cycles,Road,medium,small,QLD,8,Male,59,Mass Customer,Yes,7.0,199.0999999999999,30-45,0-300
2017,1656,1,OHM Cycles,Road,medium,medium,QLD,8,Male,59,Mass Customer,Yes,7.0,450.77,30-45,300-600
2018,1656,1,Trek Bicycles,Mountain,low,medium,QLD,8,Male,59,Mass Customer,Yes,7.0,114.93,30-45,0-300
2019,1656,1,Trek Bicycles,Standard,medium,small,QLD,8,Male,59,Mass Customer,Yes,7.0,152.54999999999995,30-45,0-300
2020,485,1,OHM Cycles,Road,medium,medium,NSW,3,Female,23,High Net Worth,No,20.0,450.77,30-45,300-600
2021,485,1,Giant Bicycles,Road,medium,medium,NSW,3,Female,23,High Net Worth,No,20.0,198.22000000000003,30-45,0-300
2022,485,1,Solex,Road,medium,medium,NSW,3,Female,23,High Net Worth,No,20.0,104.24000000000001,30-45,0-300
2023,485,1,OHM Cycles,Road,medium,medium,NSW,3,Female,23,High Net Worth,No,20.0,75.13999999999999,30-45,0-300
2024,485,1,WeareA2B,Standard,medium,medium,NSW,3,Female,23,High Net Worth,No,20.0,1069.5500000000002,30-45,900-1200
2025,485,1,Norco Bicycles,Standard,medium,medium,NSW,3,Female,23,High Net Worth,No,20.0,817.36,30-45,600-900
2031,506,1,Trek Bicycles,Road,medium,large,VIC,10,Female,43,Mass Customer,No,21.0,1295.43,30-45,1200-1500
2032,506,1,Giant Bicycles,Standard,high,medium,VIC,10,Female,43,Mass Customer,No,21.0,509.97,30-45,300-600
2033,506,1,Solex,Touring,medium,large,VIC,10,Female,43,Mass Customer,No,21.0,1408.91,30-45,1200-1500
2034,506,1,Trek Bicycles,Standard,medium,small,VIC,10,Female,43,Mass Customer,No,21.0,195.33999999999992,30-45,0-300
2035,506,1,Norco Bicycles,Road,high,large,VIC,10,Female,43,Mass Customer,No,21.0,309.80999999999995,30-45,300-600
2036,506,1,Solex,Standard,low,medium,VIC,10,Female,43,Mass Customer,No,21.0,437.46,30-45,300-600
2037,506,1,Giant Bicycles,Standard,medium,medium,VIC,10,Female,43,Mass Customer,No,21.0,57.72999999999999,30-45,0-300
2038,506,1,OHM Cycles,Standard,high,medium,VIC,10,Female,43,Mass Customer,No,21.0,583.2700000000001,30-45,300-600
2039,506,1,WeareA2B,Standard,medium,medium,VIC,10,Female,43,Mass Customer,No,21.0,1230.3000000000002,30-45,1200-1500
2040,506,1,Solex,Road,medium,large,VIC,10,Female,43,Mass Customer,No,21.0,957.02,30-45,900-1200
2041,1615,1,Norco Bicycles,Standard,high,medium,VIC,6,Female,75,Mass Customer,Yes,7.0,459.46000000000015,45-60,300-600
2042,1615,1,WeareA2B,Standard,medium,medium,VIC,6,Female,75,Mass Customer,Yes,7.0,1028.76,45-60,900-1200
2043,1615,1,OHM Cycles,Touring,low,medium,VIC,6,Female,75,Mass Customer,Yes,7.0,139.2299999999999,45-60,0-300
2044,1615,1,WeareA2B,Standard,medium,medium,VIC,6,Female,75,Mass Customer,Yes,7.0,834.9399999999999,45-60,600-900
2045,1615,1,WeareA2B,Standard,medium,medium,VIC,6,Female,75,Mass Customer,Yes,7.0,1230.3000000000002,45-60,1200-1500
2046,1615,1,WeareA2B,Standard,medium,medium,VIC,6,Female,75,Mass Customer,Yes,7.0,1660.88,45-60,1500-1800
2047,1881,1,Giant Bicycles,Standard,medium,medium,NSW,8,Male,61,Affluent Customer,Yes,12.0,431.33000000000004,45-60,300-600
2048,1881,1,Solex,Standard,medium,large,NSW,8,Male,61,Affluent Customer,Yes,12.0,327.9799999999999,45-60,300-600
2049,1881,1,Giant Bicycles,Standard,medium,large,NSW,8,Male,61,Affluent Customer,Yes,12.0,1230.27,45-60,1200-1500
2050,1881,1,Solex,Standard,low,medium,NSW,8,Male,61,Affluent Customer,Yes,12.0,437.46,45-60,300-600
2051,1881,1,Giant Bicycles,Standard,high,medium,NSW,8,Male,61,Affluent Customer,Yes,12.0,471.6,45-60,300-600
2052,1881,1,WeareA2B,Standard,medium,medium,NSW,8,Male,61,Affluent Customer,Yes,12.0,1660.88,45-60,1500-1800
2053,1881,1,Norco Bicycles,Standard,high,medium,NSW,8,Male,61,Affluent Customer,Yes,12.0,459.46000000000015,45-60,300-600
2054,2903,1,WeareA2B,Standard,medium,medium,NSW,8,Male,47,Affluent Customer,Yes,9.0,1028.76,30-45,900-1200
2055,2903,1,Solex,Standard,medium,medium,NSW,8,Male,47,Affluent Customer,Yes,9.0,143.82,30-45,0-300
2056,2903,1,Giant Bicycles,Road,medium,medium,NSW,8,Male,47,Affluent Customer,Yes,9.0,198.22000000000003,30-45,0-300
2057,1274,1,Trek Bicycles,Road,medium,medium,QLD,7,Male,12,Mass Customer,No,20.0,133.38,30-45,0-300
2058,1274,1,OHM Cycles,Standard,medium,medium,QLD,7,Male,12,Mass Customer,No,20.0,110.56,30-45,0-300
2059,1274,1,Giant Bicycles,Standard,medium,large,QLD,7,Male,12,Mass Customer,No,20.0,41.129999999999995,30-45,0-300
2060,1274,1,WeareA2B,Touring,medium,large,QLD,7,Male,12,Mass Customer,No,20.0,1630.25,30-45,1500-1800
2061,1274,1,OHM Cycles,Standard,medium,medium,QLD,7,Male,12,Mass Customer,No,20.0,110.56,30-45,0-300
2062,1274,1,Solex,Standard,medium,medium,QLD,7,Male,12,Mass Customer,No,20.0,356.5,30-45,300-600
2063,1274,1,Solex,Road,medium,large,QLD,7,Male,12,Mass Customer,No,20.0,957.02,30-45,900-1200
2064,1274,1,Giant Bicycles,Standard,medium,large,QLD,7,Male,12,Mass Customer,No,20.0,41.129999999999995,30-45,0-300
2065,1274,1,WeareA2B,Standard,low,medium,QLD,7,Male,12,Mass Customer,No,20.0,128.45999999999992,30-45,0-300
2066,1274,1,Norco Bicycles,Standard,medium,small,QLD,7,Male,12,Mass Customer,No,20.0,64.50999999999999,30-45,0-300
2067,1443,1,Giant Bicycles,Standard,medium,medium,NSW,7,Female,47,Affluent Customer,Yes,22.0,448.67999999999995,30-45,300-600
2068,1443,1,WeareA2B,Standard,medium,medium,NSW,7,Female,47,Affluent Customer,Yes,22.0,1028.76,30-45,900-1200
2069,1443,1,Norco Bicycles,Standard,medium,medium,NSW,7,Female,47,Affluent Customer,Yes,22.0,817.36,30-45,600-900
2070,1443,1,Norco Bicycles,Standard,medium,small,NSW,7,Female,47,Affluent Customer,Yes,22.0,64.50999999999999,30-45,0-300
2071,1443,1,Trek Bicycles,Standard,medium,large,NSW,7,Female,47,Affluent Customer,Yes,22.0,872.8900000000001,30-45,600-900
2072,1443,1,OHM Cycles,Road,medium,medium,NSW,7,Female,47,Affluent Customer,Yes,22.0,450.77,30-45,300-600
2073,1443,1,OHM Cycles,Standard,medium,medium,NSW,7,Female,47,Affluent Customer,Yes,22.0,693.76,30-45,600-900
2074,1443,1,OHM Cycles,Road,medium,medium,NSW,7,Female,47,Affluent Customer,Yes,22.0,75.13999999999999,30-45,0-300
2075,1443,1,Solex,Standard,low,medium,NSW,7,Female,47,Affluent Customer,Yes,22.0,437.46,30-45,300-600
2076,1443,1,Trek Bicycles,Mountain,low,medium,NSW,7,Female,47,Affluent Customer,Yes,22.0,114.93,30-45,0-300
2077,2091,1,Solex,Road,medium,large,NSW,3,Female,27,Mass Customer,No,9.0,957.02,30-45,900-1200
2078,2091,1,Trek Bicycles,Standard,medium,small,NSW,3,Female,27,Mass Customer,No,9.0,195.33999999999992,30-45,0-300
2079,2091,1,Solex,Standard,medium,medium,NSW,3,Female,27,Mass Customer,No,9.0,1612.25,30-45,1500-1800
2080,1478,1,Norco Bicycles,Standard,medium,small,NSW,2,Male,40,High Net Worth,No,9.0,64.50999999999999,15-30,0-300
2081,1478,1,Norco Bicycles,Mountain,low,small,NSW,2,Male,40,High Net Worth,No,9.0,75.75,15-30,0-300
2082,1478,1,OHM Cycles,Road,medium,medium,NSW,2,Male,40,High Net Worth,No,9.0,450.77,15-30,300-600
2083,1478,1,Trek Bicycles,Standard,high,medium,NSW,2,Male,40,High Net Worth,No,9.0,143.35999999999999,15-30,0-300
2084,1478,1,OHM Cycles,Standard,medium,medium,NSW,2,Male,40,High Net Worth,No,9.0,1592.19,15-30,1500-1800
2085,1478,1,WeareA2B,Standard,medium,medium,NSW,2,Male,40,High Net Worth,No,9.0,827.1599999999999,15-30,600-900
2086,1478,1,Giant Bicycles,Standard,high,medium,NSW,2,Male,40,High Net Worth,No,9.0,451.6500000000001,15-30,300-600
2087,1478,1,Norco Bicycles,Standard,medium,small,NSW,2,Male,40,High Net Worth,No,9.0,64.50999999999999,15-30,0-300
2088,1493,1,Giant Bicycles,Standard,medium,small,NSW,5,Female,51,High Net Worth,No,22.0,144.26,15-30,0-300
2089,1493,1,Trek Bicycles,Standard,medium,large,NSW,5,Female,51,High Net Worth,No,22.0,1702.5499999999997,15-30,1500-1800
2090,1493,1,Trek Bicycles,Standard,low,medium,NSW,5,Female,51,High Net Worth,No,22.0,903.11,15-30,900-1200
2091,1493,1,Solex,Standard,high,medium,NSW,5,Female,51,High Net Worth,No,22.0,409.8600000000001,15-30,300-600
2092,1493,1,Giant Bicycles,Standard,high,medium,NSW,5,Female,51,High Net Worth,No,22.0,509.97,15-30,300-600
2093,1493,1,Giant Bicycles,Standard,high,medium,NSW,5,Female,51,High Net Worth,No,22.0,509.97,15-30,300-600
2094,1493,1,Solex,Standard,medium,large,NSW,5,Female,51,High Net Worth,No,22.0,327.9799999999999,15-30,300-600
2095,1493,1,Solex,Standard,medium,medium,NSW,5,Female,51,High Net Worth,No,22.0,1383.6100000000001,15-30,1200-1500
2096,1493,1,Trek Bicycles,Standard,medium,medium,NSW,5,Female,51,High Net Worth,No,22.0,110.80999999999995,15-30,0-300
2097,1493,1,Trek Bicycles,Mountain,low,medium,NSW,5,Female,51,High Net Worth,No,22.0,114.93,15-30,0-300
2098,476,1,WeareA2B,Standard,medium,medium,QLD,8,Male,65,Mass Customer,No,14.0,812.44,15-30,600-900
2099,476,1,Solex,Road,medium,small,QLD,8,Male,65,Mass Customer,No,14.0,187.38999999999987,15-30,0-300
2100,476,1,Norco Bicycles,Road,high,large,QLD,8,Male,65,Mass Customer,No,14.0,309.80999999999995,15-30,300-600
2101,476,1,WeareA2B,Standard,medium,small,QLD,8,Male,65,Mass Customer,No,14.0,43.97,15-30,0-300
2102,940,1,OHM Cycles,Standard,high,medium,QLD,2,Female,3,Mass Customer,No,9.0,583.2700000000001,15-30,300-600
2103,940,1,Giant Bicycles,Standard,medium,medium,QLD,2,Female,3,Mass Customer,No,9.0,431.33000000000004,15-30,300-600
2104,940,1,Giant Bicycles,Standard,high,medium,QLD,2,Female,3,Mass Customer,No,9.0,451.6500000000001,15-30,300-600
2105,940,1,WeareA2B,Road,low,small,QLD,2,Female,3,Mass Customer,No,9.0,129.01,15-30,0-300
2106,940,1,WeareA2B,Standard,medium,medium,QLD,2,Female,3,Mass Customer,No,9.0,1660.88,15-30,1500-1800
2107,2930,1,Norco Bicycles,Road,medium,medium,NSW,10,Male,46,Mass Customer,No,3.0,830.2399999999999,15-30,600-900
2108,2930,1,WeareA2B,Standard,medium,medium,NSW,10,Male,46,Mass Customer,No,3.0,1230.3000000000002,15-30,1200-1500
2109,2930,1,Norco Bicycles,Road,medium,medium,NSW,10,Male,46,Mass Customer,No,3.0,830.2399999999999,15-30,600-900
2111,2930,1,OHM Cycles,Standard,medium,medium,NSW,10,Male,46,Mass Customer,No,3.0,110.56,15-30,0-300
2112,2930,1,Solex,Standard,medium,large,NSW,10,Male,46,Mass Customer,No,3.0,50.66,15-30,0-300
2113,2930,1,Trek Bicycles,Mountain,low,medium,NSW,10,Male,46,Mass Customer,No,3.0,114.93,15-30,0-300
2114,2354,1,Trek Bicycles,Standard,medium,medium,VIC,8,Female,99,Mass Customer,No,17.0,110.80999999999995,45-60,0-300
2115,2354,1,Trek Bicycles,Standard,low,medium,VIC,8,Female,99,Mass Customer,No,17.0,903.11,45-60,900-1200
2116,2354,1,OHM Cycles,Road,high,large,VIC,8,Female,99,Mass Customer,No,17.0,4.8,45-60,0-300
2117,2354,1,Giant Bicycles,Standard,medium,large,VIC,8,Female,99,Mass Customer,No,17.0,1055.82,45-60,900-1200
2118,2354,1,Solex,Standard,medium,medium,VIC,8,Female,99,Mass Customer,No,17.0,1383.6100000000001,45-60,1200-1500
2119,416,1,Norco Bicycles,Road,high,large,QLD,4,Female,14,Mass Customer,Yes,1.0,309.80999999999995,15-30,300-600
2120,416,0,Norco Bicycles,Standard,medium,medium,QLD,4,Female,14,Mass Customer,Yes,1.0,737.5699999999999,15-30,600-900
2121,416,1,WeareA2B,Standard,medium,medium,QLD,4,Female,14,Mass Customer,Yes,1.0,15.080000000000005,15-30,0-300
2122,416,1,OHM Cycles,Standard,medium,medium,QLD,4,Female,14,Mass Customer,Yes,1.0,1592.19,15-30,1500-1800
2123,416,1,Giant Bicycles,Standard,medium,medium,QLD,4,Female,14,Mass Customer,Yes,1.0,431.33000000000004,15-30,300-600
2124,1013,1,Norco Bicycles,Standard,high,medium,NSW,8,Female,53,High Net Worth,No,17.0,459.46000000000015,30-45,300-600
2125,1013,1,Solex,Standard,medium,large,NSW,8,Female,53,High Net Worth,No,17.0,327.9799999999999,30-45,300-600
2126,1013,1,Norco Bicycles,Standard,medium,medium,NSW,8,Female,53,High Net Worth,No,17.0,737.5699999999999,30-45,600-900
2127,1013,1,OHM Cycles,Standard,medium,medium,NSW,8,Female,53,High Net Worth,No,17.0,45.96000000000001,30-45,0-300
2128,1013,1,WeareA2B,Standard,medium,small,NSW,8,Female,53,High Net Worth,No,17.0,155.6500000000001,30-45,0-300
2129,1013,1,Solex,Standard,high,large,NSW,8,Female,53,High Net Worth,No,17.0,737.1700000000001,30-45,600-900
2130,533,1,Solex,Touring,medium,large,NSW,7,Male,40,Mass Customer,No,11.0,1408.91,30-45,1200-1500
2131,533,1,OHM Cycles,Standard,medium,medium,NSW,7,Male,40,Mass Customer,No,11.0,771.12,30-45,600-900
2132,533,1,Solex,Standard,low,medium,NSW,7,Male,40,Mass Customer,No,11.0,1215.34,30-45,1200-1500
2133,533,1,OHM Cycles,Standard,high,medium,NSW,7,Male,40,Mass Customer,No,11.0,583.2700000000001,30-45,300-600
2134,533,1,WeareA2B,Standard,medium,medium,NSW,7,Male,40,Mass Customer,No,11.0,1279.3999999999999,30-45,1200-1500
2135,533,1,WeareA2B,Road,low,small,NSW,7,Male,40,Mass Customer,No,11.0,129.01,30-45,0-300
2136,968,1,Giant Bicycles,Road,medium,medium,NSW,6,Male,96,High Net Worth,Yes,16.0,709.34,60-75,600-900
2137,968,1,Solex,Standard,low,medium,NSW,6,Male,96,High Net Worth,Yes,16.0,437.46,60-75,300-600
2138,968,1,Solex,Standard,low,medium,NSW,6,Male,96,High Net Worth,Yes,16.0,1215.34,60-75,1200-1500
2139,968,1,OHM Cycles,Road,medium,small,NSW,6,Male,96,High Net Worth,Yes,16.0,199.0999999999999,60-75,0-300
2141,968,1,OHM Cycles,Road,high,large,NSW,6,Male,96,High Net Worth,Yes,16.0,4.8,60-75,0-300
2142,968,1,WeareA2B,Standard,medium,medium,NSW,6,Male,96,High Net Worth,Yes,16.0,1660.88,60-75,1500-1800
2143,968,1,Trek Bicycles,Standard,medium,small,NSW,6,Male,96,High Net Worth,Yes,16.0,195.33999999999992,60-75,0-300
2144,727,1,Norco Bicycles,Standard,medium,medium,VIC,3,Male,98,Mass Customer,No,3.0,817.36,30-45,600-900
2145,727,1,Solex,Standard,medium,large,VIC,3,Male,98,Mass Customer,No,3.0,327.9799999999999,30-45,300-600
2146,727,1,Norco Bicycles,Standard,medium,small,VIC,3,Male,98,Mass Customer,No,3.0,133.7800000000002,30-45,0-300
2147,727,1,Trek Bicycles,Road,low,small,VIC,3,Male,98,Mass Customer,No,3.0,189.27999999999997,30-45,0-300
2148,727,1,Solex,Road,medium,large,VIC,3,Male,98,Mass Customer,No,3.0,957.02,30-45,900-1200
2149,727,1,OHM Cycles,Standard,low,medium,VIC,3,Male,98,Mass Customer,No,3.0,1544.6100000000001,30-45,1500-1800
2150,1160,1,Norco Bicycles,Road,medium,large,NSW,7,Female,98,Affluent Customer,No,10.0,445.2099999999999,45-60,300-600
2151,1160,1,Trek Bicycles,Standard,medium,small,NSW,7,Female,98,Affluent Customer,No,10.0,195.33999999999992,45-60,0-300
2152,1160,1,WeareA2B,Standard,medium,small,NSW,7,Female,98,Affluent Customer,No,10.0,43.97,45-60,0-300
2153,3425,1,OHM Cycles,Standard,high,medium,VIC,7,Male,32,Mass Customer,Yes,12.0,91.15,30-45,0-300
2154,3425,1,Solex,Road,medium,large,VIC,7,Male,32,Mass Customer,Yes,12.0,957.02,30-45,900-1200
2155,3425,1,Solex,Road,medium,medium,VIC,7,Male,32,Mass Customer,Yes,12.0,104.24000000000001,30-45,0-300
2156,3425,1,OHM Cycles,Road,medium,medium,VIC,7,Male,32,Mass Customer,Yes,12.0,75.13999999999999,30-45,0-300
2157,3425,1,WeareA2B,Standard,medium,medium,VIC,7,Male,32,Mass Customer,Yes,12.0,827.1599999999999,30-45,600-900
2158,3425,1,Trek Bicycles,Road,medium,large,VIC,7,Male,32,Mass Customer,Yes,12.0,1295.43,30-45,1200-1500
2159,2140,1,Norco Bicycles,Road,medium,large,QLD,1,Male,59,High Net Worth,No,21.0,445.2099999999999,30-45,300-600
2160,2140,1,Trek Bicycles,Standard,medium,small,QLD,1,Male,59,High Net Worth,No,21.0,152.54999999999995,30-45,0-300
2161,2140,1,OHM Cycles,Standard,medium,medium,QLD,1,Male,59,High Net Worth,No,21.0,1592.19,30-45,1500-1800
2162,2140,1,OHM Cycles,Standard,medium,medium,QLD,1,Male,59,High Net Worth,No,21.0,45.96000000000001,30-45,0-300
2163,2140,1,Giant Bicycles,Standard,medium,large,QLD,1,Male,59,High Net Worth,No,21.0,1230.27,30-45,1200-1500
2164,2140,1,Norco Bicycles,Mountain,low,small,QLD,1,Male,59,High Net Worth,No,21.0,75.75,30-45,0-300
2165,2140,1,Norco Bicycles,Road,medium,medium,QLD,1,Male,59,High Net Worth,No,21.0,830.2399999999999,30-45,600-900
2166,2140,1,Solex,Standard,medium,large,QLD,1,Male,59,High Net Worth,No,21.0,327.9799999999999,30-45,300-600
2167,2589,1,WeareA2B,Standard,medium,medium,QLD,10,Female,42,High Net Worth,No,8.0,1279.3999999999999,45-60,1200-1500
2168,2589,1,OHM Cycles,Standard,low,medium,QLD,10,Female,42,High Net Worth,No,8.0,1544.6100000000001,45-60,1500-1800
2169,2589,1,Norco Bicycles,Road,medium,medium,QLD,10,Female,42,High Net Worth,No,8.0,167.20999999999998,45-60,0-300
2170,2589,1,Norco Bicycles,Road,medium,large,QLD,10,Female,42,High Net Worth,No,8.0,445.2099999999999,45-60,300-600
2171,2589,1,Giant Bicycles,Standard,medium,medium,QLD,10,Female,42,High Net Worth,No,8.0,57.72999999999999,45-60,0-300
2174,62,1,Solex,Standard,medium,medium,NSW,8,Female,38,Mass Customer,Yes,22.0,1612.25,30-45,1500-1800
2175,62,1,WeareA2B,Touring,medium,large,NSW,8,Female,38,Mass Customer,Yes,22.0,1630.25,30-45,1500-1800
2176,62,1,OHM Cycles,Standard,low,medium,NSW,8,Female,38,Mass Customer,Yes,22.0,14.229999999999997,30-45,0-300
2177,62,1,OHM Cycles,Standard,medium,medium,NSW,8,Female,38,Mass Customer,Yes,22.0,1592.19,30-45,1500-1800
2178,62,1,Giant Bicycles,Standard,medium,medium,NSW,8,Female,38,Mass Customer,Yes,22.0,57.72999999999999,30-45,0-300
2179,62,1,OHM Cycles,Standard,low,medium,NSW,8,Female,38,Mass Customer,Yes,22.0,14.229999999999997,30-45,0-300
2180,1112,1,Giant Bicycles,Standard,medium,medium,NSW,11,Male,25,Mass Customer,Yes,13.0,431.33000000000004,30-45,300-600
2181,1112,1,Giant Bicycles,Standard,medium,small,NSW,11,Male,25,Mass Customer,Yes,13.0,144.26,30-45,0-300
2182,1112,1,Giant Bicycles,Standard,medium,large,NSW,11,Male,25,Mass Customer,Yes,13.0,641.64,30-45,600-900
2183,1995,1,Giant Bicycles,Standard,medium,large,QLD,9,Female,6,Mass Customer,Yes,11.0,1230.27,45-60,1200-1500
2184,1995,1,Norco Bicycles,Road,medium,large,QLD,9,Female,6,Mass Customer,Yes,11.0,445.2099999999999,45-60,300-600
2185,1995,1,OHM Cycles,Standard,medium,medium,QLD,9,Female,6,Mass Customer,Yes,11.0,45.96000000000001,45-60,0-300
2186,1995,1,Norco Bicycles,Standard,medium,medium,QLD,9,Female,6,Mass Customer,Yes,11.0,90.09999999999997,45-60,0-300
2187,1995,1,OHM Cycles,Touring,low,medium,QLD,9,Female,6,Mass Customer,Yes,11.0,139.2299999999999,45-60,0-300
2188,1995,1,Solex,Standard,medium,medium,QLD,9,Female,6,Mass Customer,Yes,11.0,143.82,45-60,0-300
2189,1965,1,Norco Bicycles,Standard,medium,small,NSW,9,Male,81,Mass Customer,Yes,3.0,133.7800000000002,30-45,0-300
2190,1965,1,Norco Bicycles,Standard,low,medium,NSW,9,Male,81,Mass Customer,Yes,3.0,72.59999999999997,30-45,0-300
2191,1965,1,OHM Cycles,Standard,medium,medium,NSW,9,Male,81,Mass Customer,Yes,3.0,693.76,30-45,600-900
2192,1965,1,Norco Bicycles,Standard,medium,medium,NSW,9,Male,81,Mass Customer,Yes,3.0,90.09999999999997,30-45,0-300
2193,1965,1,WeareA2B,Touring,medium,medium,NSW,9,Male,81,Mass Customer,Yes,3.0,1103.43,30-45,900-1200
2194,366,1,OHM Cycles,Standard,high,medium,NSW,10,Female,7,High Net Worth,No,19.0,802.26,60-75,600-900
2195,366,1,Norco Bicycles,Road,medium,large,NSW,10,Female,7,High Net Worth,No,19.0,445.2099999999999,60-75,300-600
2196,366,1,Trek Bicycles,Standard,low,medium,NSW,10,Female,7,High Net Worth,No,19.0,903.11,60-75,900-1200
2197,366,1,Norco Bicycles,Standard,low,medium,NSW,10,Female,7,High Net Worth,No,19.0,72.59999999999997,60-75,0-300
2198,366,1,Solex,Standard,medium,medium,NSW,10,Female,7,High Net Worth,No,19.0,17.869999999999997,60-75,0-300
2199,366,1,Giant Bicycles,Standard,high,medium,NSW,10,Female,7,High Net Worth,No,19.0,451.6500000000001,60-75,300-600
2200,2993,1,Giant Bicycles,Standard,medium,large,NSW,9,Female,85,Affluent Customer,No,4.0,1055.82,15-30,900-1200
2201,2993,1,OHM Cycles,Touring,low,medium,NSW,9,Female,85,Affluent Customer,No,4.0,139.2299999999999,15-30,0-300
2202,2993,1,Norco Bicycles,Road,medium,medium,NSW,9,Female,85,Affluent Customer,No,4.0,135.84999999999997,15-30,0-300
2203,2993,1,Giant Bicycles,Standard,medium,large,NSW,9,Female,85,Affluent Customer,No,4.0,641.64,15-30,600-900
2204,2993,0,WeareA2B,Touring,medium,large,NSW,9,Female,85,Affluent Customer,No,4.0,1305.25,15-30,1200-1500
2205,2993,1,Giant Bicycles,Standard,medium,large,NSW,9,Female,85,Affluent Customer,No,4.0,1230.27,15-30,1200-1500
2206,2993,1,WeareA2B,Standard,medium,small,NSW,9,Female,85,Affluent Customer,No,4.0,155.6500000000001,15-30,0-300
2207,2993,1,Solex,Standard,high,large,NSW,9,Female,85,Affluent Customer,No,4.0,737.1700000000001,15-30,600-900
2208,1887,1,WeareA2B,Standard,medium,medium,VIC,9,Female,22,Affluent Customer,Yes,8.0,1660.88,45-60,1500-1800
